evaluation,label,正面为0，中立为1，负面为2,,,,,,,,,,,,,,,,,,,
能不能先把快递通了，我的厚被子再不来孩子要冻死在宿舍了。,"2,21,24","2,21,24",,,,,,,,,,,,,,,,,,,
能不能快进到全国回归日常？三年了，够久了，荒诞也太多了。都知道不可能回到过去了。可仅仅想重新开始过正常的日子，给自己的一个奔着着确定性去生活的出发点，不过分吧？,"2,22,24","2,22,24",,,,,,,,,,,,,,,,,,,
玛德，小区两天都不组织做核酸了，怎么连续七天阴性？还要不要解封？,"2,1,3","2,1,3",,,,,,,,,,,,,,,,,,,
来来来，做核酸，做核酸，请赶快过来做核酸。,1,1,,,,,,,,,,,,,,,,,,,
口罩还得天天焊在脸上也配叫“回归日常”吗？三年前的世界是怎样的没人记得了吗？,"2,11,14","2,11,14",,,,,,,,,,,,,,,,,,,
抗疫的财政支出很大，小县城里如果没有矿产资源的话，每次封控所承担的社会资源和医疗资源是非常沉重的，减少人们出门流动可以有效阻断疫情传播，但也会对工商业造成严重的打击，经济活动不活跃了，财政收入肯定会下降。,1,1,,,,,,,,,,,,,,,,,,,
静音了，实在是不想停，老百姓想问啥，你们应该一清二楚，但就是一句不说。,"2,12,27","2,12,27",,,,,,,,,,,,,,,,,,,
回归正常后有点不适应了，这感觉很陌生，不真实。,"2,20,23","2,20,23",,,,,,,,,,,,,,,,,,,
何不食肉糜？,"2,1,6","2,1,6",,,,,,,,,,,,,,,,,,,
好棒的发布会，醍醐灌顶，看完才知道我是奴籍，天大地大，千金生日最大，已经在给公主磕头了。,"2,20,22","2,20,22",,,,,,,,,,,,,,,,,,,
封控第21天，楼都没下过，被一个女的恶心到底了。人性的恶真是恶心到吐。天打雷劈的货。,"2,31,35","2,31,35",,,,,,,,,,,,,,,,,,,
发布会开成煽情故事会和表功大会。真有你的！你只不过失去了生活下去的希望，我呢，可是错过了女儿十八岁生日！,"2,26,36","2,26,36",,,,,,,,,,,,,,,,,,,
多家核酸检测企业应收账款超净利润，疫情之下，在诸多行业面临经营压力的背景下，似乎只有防疫相关的医疗、疫苗、核酸等行业一片火爆。但全社会不可能都去靠防疫赚钱，有太多人或许根本进不了所谓的主流行业，只是在各个小微企业打零工赚钱。,1,1,,,,,,,,,,,,,,,,,,,
倒也不必这么自欺欺人，要么就封锁恐吓，要么就假装无事发生，以为真的从ICU直接到KTV咩？普通人还可以，做好自己的健康负责人就好。医疗系统的各位要做好心理准备迎接第一波冲击了，感觉粮草弹药都还不够却硬着头皮打响第一枪了，怎么办只能硬顶上了！,"2,7,11","2,7,11",,,,,,,,,,,,,,,,,,,
大无语，能不能消停会儿，给老百姓留条活路吧。,"2,13,21","2,13,21",,,,,,,,,,,,,,,,,,,
不满意这些人是正常的，反正现在他们已经不怎么让人相信了。,"2,20,28","2,20,28",,,,,,,,,,,,,,,,,,,
“我问你啥时候能点外卖，你跟我说别点凉菜。我问你啥时候能出门口，你跟我说出门回来鞋放门口 。我问你啥时候快递能恢复，你跟我说拿完快递记得消毒。”你回答的绝绝子，回答了又好像没回答，水平真高啊，政治家们！,"2,81,90","2,81,90",,,,,,,,,,,,,,,,,,,
昨晚亲身经历广州新政，傍晚7:00左右群里说我们这栋楼可能有羊拉起警戒线封控，抗原正在复核中。12:00没到物业说已经转运出去正在消杀。01:30物业说经过政府研判解除封控。,1,1,,,,,,,,,,,,,,,,,,,
昨天看俩记者提问后就没看了，看完的告诉一声，有没有记者问有关流调信息的问题？,1,1,,,,,,,,,,,,,,,,,,,
最喜欢看两拨人互咬了。总之就是没钱的，有经济压力的，各种贷的，盼着解封；没经济压力的，有点存款的，或者本地人，觉得安全更重要。反正都是站在自己的立场呗。但是大部分中小底层市民跟着欢呼我是真想笑。解封了你不做核酸了让你自生自灭了，你的工资就能涨一分？,"2,109,113","2,109,113",,,,,,,,,,,,,,,,,,,
最近这个风声不太对呀，民生与经济，总要分个先后，非要说个对错，辩论一天都毫无结果，交给时间吧。,1,1,,,,,,,,,,,,,,,,,,,
最近的风一直往放松方向吹啊吹。,1,1,,,,,,,,,,,,,,,,,,,
总结：要降温了，大家做好保暖工作。,1,1,,,,,,,,,,,,,,,,,,,
总感觉最近的热搜怪怪的。但又说不上为什么？,1,1,,,,,,,,,,,,,,,,,,,
自费不会有多少人去检的（除非工作生活需要），你要说天天检给点啥可能还有人去。,1,1,,,,,,,,,,,,,,,,,,,
淄博市临淄区静默第七天，核酸第九轮，何时解封依然未知。,1,1,,,,,,,,,,,,,,,,,,,
转眼间疫情已经三年，疫情对你的生活压力影响大吗？,1,1,,,,,,,,,,,,,,,,,,,
周一前能到吗？,1,1,,,,,,,,,,,,,,,,,,,
重庆会有这一天吗？,1,1,,,,,,,,,,,,,,,,,,,
郑州新闻发布会后的第一天，车辆限号，下楼去小区核酸亭子做了核酸。,1,1,,,,,,,,,,,,,,,,,,,
郑州公布的本轮疫情源头结果，触动了谁的神经？,1,1,,,,,,,,,,,,,,,,,,,
正常是指不戴口罩，不要核酸，不需扫码。这才是正常吧！,1,1,,,,,,,,,,,,,,,,,,,
这几天网上舆论铺天盖地的都是刘红英的，正常，那就是在这个场合说错话了。这也让被封控很久的人们找到了宣泄口。人们关注点无非就在她只关注错过孩子的成人礼上，而忘了还有更多的人错过了更多的事！,1,1,,,,,,,,,,,,,,,,,,,
这几天热搜关于疫情的立场，都拉出来，可以打好几次仗。,1,1,,,,,,,,,,,,,,,,,,,
这放开的速度感觉好似从ICU捞出来直接送到KTV。,"2,2,7","2,2,7",,,,,,,,,,,,,,,,,,,
这不就是恢复到2021年的时候吗？怎么说广州这是摆烂了？又不是回到2019那样。,1,1,,,,,,,,,,,,,,,,,,,
在这问一下，有人知道广东省内去广州坐火车去别的城市，也要三天三检吗,1,1,,,,,,,,,,,,,,,,,,,
有些人总爱说：不必抱怨，好运自会降临，生活定会慢慢变好。可他并不知道，生活越变越好的原因不是所谓的好运降临，是因为有一部分人敢于出头，解决了一些问题，才换来现在越来越好的生活。这个世界并不完美，我们只是享受了他人努力之后带来的福利而已。,1,1,,,,,,,,,,,,,,,,,,,
有没有广州市民现身说法是不是真的正常了？现在是咋个情况啊？,1,1,,,,,,,,,,,,,,,,,,,
有多少人是发烧自己吃药，坚持上班的。,1,1,,,,,,,,,,,,,,,,,,,
疫情下的小县城，早上8点多钟，解放路就开始塞车了，在路上的人像背负着某种使命，方向一致前进，虽然戴着口罩，也能感觉到表情严肃，菜市场人头涌涌，像极了年晚趁墟，大伙都在买买买，大袋小袋提着。,1,1,,,,,,,,,,,,,,,,,,,
疫情三年了，还有多少个三年呢。时间让人看淡了也看透了许多东西，趁现在去想去的地方，做想做的事，见想见的人，说想说的话吧～谁又知道明天会是怎样呢？,1,1,,,,,,,,,,,,,,,,,,,
疫情刚好三年咯。,1,1,,,,,,,,,,,,,,,,,,,
疫情防控必须坚持实事求是，对谎报瞒报必须严肃追责！任何的谎报瞒报，无论现实中的理由是多么的有道理，它都立不稳脚跟：因为这样的行为，违反《传染病防治法》！如果依法治国必须坚持到底，那对于任何的谎报瞒报都必须要严肃追责！疫情防控必须坚持实事求是,1,1,,,,,,,,,,,,,,,,,,,
疫情当下，你是否发现越来越多的年轻人从事保安行业？他们为什么要选择保安这份工作，而不去做别的呢？他们会觉得无聊吗？还是说做保安可以带来我们想象不到的意义或收获？,1,1,,,,,,,,,,,,,,,,,,,
以此下结论还为时尚早，究竟是先期防疫过度，现在恢复正常，还是疫情本身就严重，为了所谓的平民愤，而做的无奈之举呢？,1,1,,,,,,,,,,,,,,,,,,,
一个月后再看吧！,1,1,,,,,,,,,,,,,,,,,,,
要囤什么药啊？有没有备药清单指引？拜托这对我很重要,1,1,,,,,,,,,,,,,,,,,,,
压力再大，都要保障好老百姓的衣食住行医！,1,1,,,,,,,,,,,,,,,,,,,
压力应该先考虑人民群众的压力，人民公仆不要向人民诉苦，应该想方设法解决人民的问题。要是以后都变成自费的，那就不要到处设卡，不要把核酸结果当做出行的唯一证明。要走到哪还是需要核酸的话，那就还得继续提供免费的。如果既要收费又要求人人有核酸，肯定是不合理。,"2,122,125","2,122,125",,,,,,,,,,,,,,,,,,,
压力大那也没办法呀，老百姓的压力更大老百姓更加的苦。所以压力再大都要保证老百姓的基本的生活条件，还有就医条件，不要除了防疫其他的都不管不顾。,1,1,,,,,,,,,,,,,,,,,,,
小学生复课了，才算真的回归日常了！,1,1,,,,,,,,,,,,,,,,,,,
小县城应该比大城市压力小一些，个人觉得。,1,1,,,,,,,,,,,,,,,,,,,
小县城抗疫压力有多大，关键看县委书记对自己的位置有多看重！,1,1,,,,,,,,,,,,,,,,,,,
小县城的财力本来就很吃紧。疫情来了，经济下滑厉害，企业的经营雪上加霜。疫情期间，入不敷出，核酸对个人是免费的，可是都是财政买单。三年了，这三年的用来核酸检测的支出，应该不是个小数目。有时候也会想，这三年中，那些跟疫情相关的支出，给了谁？谁是受益者？,"2,19,25","2,19,25",,,,,,,,,,,,,,,,,,,
想知道这疫情会发展什么样！,1,1,,,,,,,,,,,,,,,,,,,
想在2023年春节前看到全国回归日常的热搜！,1,1,,,,,,,,,,,,,,,,,,,
现在压力给到了小县城这边。,1,1,,,,,,,,,,,,,,,,,,,
先头部队不是烈士就是英雄。,1,1,,,,,,,,,,,,,,,,,,,
希望不再反复，不管新增病例多少，都维持正常，不要像前段时间石家庄那样。这需要大家对病毒的认识有一个转变，大家如果都把奥密克戎当成一个普通感冒，那么这个疫情马上就能真正结束了。如果有很多人阳性之后哭天抢地要去医院住ICU，不给他住就写小作文，那就比较麻烦。,1,1,,,,,,,,,,,,,,,,,,,
我知道小县城抗疫压力有多大，但我不知道大城市抗疫压力有多大。,1,1,,,,,,,,,,,,,,,,,,,
我们的新冠特效药呢？好像也不贵，疫情这么严重，特效药应该发挥自己的作用了吧，还是去我的想法只是梦。,1,1,,,,,,,,,,,,,,,,,,,
我不是正，也不是反。。因为我不在煲汤省，但希望有慢性病的多备，避免风险，也希望现在开心的人，后面别再变脸。提前祝新年快乐,1,1,,,,,,,,,,,,,,,,,,,
为什么连续六天不给中原区国棉一厂的居民做核酸？,1,1,,,,,,,,,,,,,,,,,,,
天上人间，如果真值得歌颂，也是因为日常，才会变得闹哄哄！,1,1,,,,,,,,,,,,,,,,,,,
说真的，群众的压力也不小。朋友老家在河南的一个小县城，今年疫情断断续续，基本没上几天班，到手的工资屈指可数。但是，车贷房贷是要还的，加上生活开销，这都不是一个小问题。而且，疫情持续时间长，工作难找，工资和待遇也开始下降，对很多普通百姓来说，疫情期间维持最基本的生活就很不错了。,1,1,,,,,,,,,,,,,,,,,,,
说实话广州作为开放试验点要优于石家庄的，大家先别骂，我先摆事实。1.广州医疗全国前三2.广州人见识广，胆子大，而且做事务实讲究逻辑，不上升到意识争吵3.这次主要试验的是，高传染性后医疗资源，重症率的情况。只能说广州是勇敢的！,"0,106,113","0,106,113",,,,,,,,,,,,,,,,,,,
是要全面放开了吗？核酸还做不做?,1,1,,,,,,,,,,,,,,,,,,,
什么时候全区恢复堂食啊？,1,1,,,,,,,,,,,,,,,,,,,
上级不给拨款吗？,1,1,,,,,,,,,,,,,,,,,,,
上海跟上好吗？别搞48小时核酸了！,"2,8,18","2,8,18",,,,,,,,,,,,,,,,,,,
啥时候解封，恢复正常。,1,1,,,,,,,,,,,,,,,,,,,
如果现在我们就恢复正常的生产生活秩序，可能的后果或者现状是什么样？听听权威专家怎么说？,1,1,,,,,,,,,,,,,,,,,,,
日常是什么？是车水马龙，是人潮汹涌，是万家灯火。,1,1,,,,,,,,,,,,,,,,,,,
让子弹飞一会，等两周后再来看看。,1,1,,,,,,,,,,,,,,,,,,,
清零派与共存派都基于自己的见识与立场有着各自的说辞和观点，你来我往不可开交。不如恺撒的归恺撒，上帝的归上帝，保留争议，包容异己，尊重彼此，管好自己。让时间和实践去检验真理。,1,1,,,,,,,,,,,,,,,,,,,
钱花完了，疫情也该结束了吧？自费核酸对有些人来说不算啥，对有些人来说那可是一顿早餐钱，一天的公交车费，孩子的几个作业本钱，一天的电费，一周的水费……做点啥不好，花钱让人家棉签捅喉咙。,"2,1,5","2,1,5",,,,,,,,,,,,,,,,,,,
前段时间有媒体报道了 ，原因说了很多，但重点只有一个，小县城财政收入本来就无法支撑大规模的核酸检测，更何况现在动不动就静默封控，导致社会经济进一步萧条。之前还是全国医保承担，现在哪来的钱为全民核酸检测买单。,"2,56,64","2,56,64",,,,,,,,,,,,,,,,,,,
其实也就是回到了2021年。大家都忘记了2021啥样子了吗？绿码通行，不用24小时核酸。要去搭飞机才需要挂个号测核酸。,1,1,,,,,,,,,,,,,,,,,,,
其实哪个城市都有赞成也有反对的，但这个世界不能这么继续人为的停摆下去，所以就到了该把选择权还给人民的时候了，害怕阳的人带好自己一家老小，继续居家隔离，再来个三年五年也没人管你！不怕的人，戴好口罩，做好防护，恢复正常生活，也要有会变成阳性患者的心理准备，就是这么简单！,1,1,,,,,,,,,,,,,,,,,,,
其实，所有城市都离不开一个共同的问题，抗疫及财政压力。但是对于财政、税收并不充裕的小县城来说，困难重重。#疫情防控# 从最初的使用社保资金，到后来的依靠地方财政，这个问题一直困扰着我们。,1,1,,,,,,,,,,,,,,,,,,,
菩萨保佑，愿你及家人都平安健康，厄运消除，疫情退去，远离一切灾害和疾病困扰，幸福快乐。,"0,39,43","0,39,43",,,,,,,,,,,,,,,,,,,
拼免疫力的时候来了，全民防疫不如全民健身吧,1,1,,,,,,,,,,,,,,,,,,,
能说说你们都复工了没有吗？,1,1,,,,,,,,,,,,,,,,,,,
面对疫情，很多人叫苦。有的人不赞成做核酸，有的人不赞成。管控，有的人不赞成。静默，很有些人也不支持，也有人是支持的。反正关于疫情的，就是不赞成，就是要反对，这样的人大有人在。而且都不在少数。,1,1,,,,,,,,,,,,,,,,,,,
密切关注，看看半个月至一个月后的情况如何。,1,1,,,,,,,,,,,,,,,,,,,
每晚供灯礼佛，灾厄远离，小人退去，疫情结束！,1,1,,,,,,,,,,,,,,,,,,,
每天的头等大事就是做核酸，做完核酸去买早餐。,1,1,,,,,,,,,,,,,,,,,,,
来听听感染新冠病毒康复后的怎么说。,1,1,,,,,,,,,,,,,,,,,,,
快把我同事放出来 一个人上班很无聊。,1,1,,,,,,,,,,,,,,,,,,,
可以理解为啥之前广州让这么多外地人回家了。广州解封后并且不给随便测核酸，那么意味着会有很多已经阳了但是不知道，因为一般轻症状自己吃药也可以好，平时很多小感冒也经常发生就很难区分出来，如果觉得自己严重的怀疑自己感染了可以通过测抗原或者通过接诊单去测核酸。,1,1,,,,,,,,,,,,,,,,,,,
可能是近期准备要开始实施自费做核酸了，热搜开始铺垫各种压力大。,1,1,,,,,,,,,,,,,,,,,,,
抗疫压力，不管是什么人，什么团体，什么级别的城市都很大。因为在这场没有硝烟的战场上，每个地方每个人都是战士。疫霾更像幽灵一样无处不在，让每个人每个地方都紧绷心弦，哪个都毫无例外。,1,1,,,,,,,,,,,,,,,,,,,
